"Name","Directory","CreationTime","SourceCompany"
"(impossible posistion) - flongo11@gmail.com - Gmail.html","C:\Users\User\Downloads","2025-09-26 8:29:34 PM","Unknown"
"01_Permanent_Stay_Proceedings_Zero_Evidence_Application_FINAL_CLEAN (1).pdf","C:\Users\User\Downloads","2025-09-24 8:11:30 PM","Unknown"
"01_Permanent_Stay_Proceedings_Zero_Evidence_Application_FINAL_CLEAN.pdf","C:\Users\User\Downloads","2025-09-23 5:04:27 PM","Unknown"
"02_Constitutional_Right_to_Trial_Anti_Dismissal (1).pdf","C:\Users\User\Downloads","2025-09-24 8:09:30 PM","Unknown"
"02_Constitutional_Right_to_Trial_Anti_Dismissal.pdf","C:\Users\User\Downloads","2025-09-23 5:05:31 PM","Unknown"
"03_Emergency_Evidence_Preservation_Order (1).pdf","C:\Users\User\Downloads","2025-09-24 8:09:18 PM","Unknown"
"03_Emergency_Evidence_Preservation_Order (2).pdf","C:\Users\User\Downloads","2025-09-24 8:11:13 PM","Unknown"
"03_Emergency_Evidence_Preservation_Order - Copy.pdf","C:\Users\User\Downloads","2025-09-24 2:54:15 PM","Unknown"
"03_Emergency_Evidence_Preservation_Order.pdf","C:\Users\User\Downloads","2025-09-23 5:05:27 PM","Unknown"
"04_Witness_Subpoena_PC_Gratton (1).pdf","C:\Users\User\Downloads","2025-09-24 8:11:09 PM","Unknown"
"04_Witness_Subpoena_PC_Gratton.pdf","C:\Users\User\Downloads","2025-09-23 5:05:23 PM","Unknown"
"05_Witness_Subpoena_PC_Fabiano (1).pdf","C:\Users\User\Downloads","2025-09-24 8:10:58 PM","Unknown"
"05_Witness_Subpoena_PC_Fabiano.pdf","C:\Users\User\Downloads","2025-09-23 5:05:19 PM","Unknown"
"06_Witness_Subpoena_Steve_Zvaniga (1).pdf","C:\Users\User\Downloads","2025-09-24 8:11:07 PM","Unknown"
"06_Witness_Subpoena_Steve_Zvaniga.pdf","C:\Users\User\Downloads","2025-09-23 5:05:15 PM","Unknown"
"07_Witness_Subpoena_Hayley_Zvaniga (1).pdf","C:\Users\User\Downloads","2025-09-24 8:10:41 PM","Unknown"
"07_Witness_Subpoena_Hayley_Zvaniga.pdf","C:\Users\User\Downloads","2025-09-23 5:05:06 PM","Unknown"
"08_Witness_Subpoena_Laura_Joy (1).pdf","C:\Users\User\Downloads","2025-09-24 8:10:46 PM","Unknown"
"08_Witness_Subpoena_Laura_Joy (2).pdf","C:\Users\User\Downloads","2025-09-26 8:35:32 PM","Unknown"
"08_Witness_Subpoena_Laura_Joy.pdf","C:\Users\User\Downloads","2025-09-23 5:04:16 PM","Unknown"
"09_Witness_Subpoena_Crown_Attorney (1).pdf","C:\Users\User\Downloads","2025-09-24 8:09:40 PM","Unknown"
"09_Witness_Subpoena_Crown_Attorney (2).pdf","C:\Users\User\Downloads","2025-09-26 8:34:27 PM","Unknown"
"09_Witness_Subpoena_Crown_Attorney.pdf","C:\Users\User\Downloads","2025-09-23 5:04:20 PM","Unknown"
"1000011868.jpg","C:\Users\User\Downloads","2025-09-26 7:06:30 PM","Unknown"
"1000011869.jpg","C:\Users\User\Downloads","2025-09-26 7:06:32 PM","Unknown"
"1000011870.jpg","C:\Users\User\Downloads","2025-09-26 7:06:35 PM","Unknown"
"1000011871.jpg","C:\Users\User\Downloads","2025-09-26 7:06:36 PM","Unknown"
"1000011872.jpg","C:\Users\User\Downloads","2025-09-26 7:06:50 PM","Unknown"
"1000011873.jpg","C:\Users\User\Downloads","2025-09-26 7:06:47 PM","Unknown"
"1000011874.jpg","C:\Users\User\Downloads","2025-09-26 7:06:44 PM","Unknown"
"1000011875.jpg","C:\Users\User\Downloads","2025-09-26 7:06:48 PM","Unknown"
"1000011876.jpg","C:\Users\User\Downloads","2025-09-26 7:06:42 PM","Unknown"
"10_Witness_Subpoena_Michael_Fortune_Sergeant (1).pdf","C:\Users\User\Downloads","2025-09-24 8:10:51 PM","Unknown"
"10_Witness_Subpoena_Michael_Fortune_Sergeant.pdf","C:\Users\User\Downloads","2025-09-23 5:04:32 PM","Unknown"
"11pm to 1138am.csv","C:\Users\User\Downloads","2025-09-25 11:39:15 AM","Unknown"
"11_Witness_Subpoena_Evidence_Custodian (1).pdf","C:\Users\User\Downloads","2025-09-24 8:09:55 PM","Unknown"
"11_Witness_Subpoena_Evidence_Custodian (2).pdf","C:\Users\User\Downloads","2025-09-24 8:10:38 PM","Unknown"
"11_Witness_Subpoena_Evidence_Custodian.pdf","C:\Users\User\Downloads","2025-09-23 5:04:37 PM","Unknown"
"12_Witness_Subpoena_Digital_Forensics_Tech (1).pdf","C:\Users\User\Downloads","2025-09-24 8:09:47 PM","Unknown"
"12_Witness_Subpoena_Digital_Forensics_Tech.pdf","C:\Users\User\Downloads","2025-09-23 5:04:41 PM","Unknown"
"13_Phone_Records_Subpoena_All_Parties (1) (1).pdf","C:\Users\User\Downloads","2025-09-24 8:09:58 PM","Unknown"
"13_Phone_Records_Subpoena_All_Parties (1).pdf","C:\Users\User\Downloads","2025-09-23 5:04:50 PM","Unknown"
"13_Phone_Records_Subpoena_All_Parties (2).pdf","C:\Users\User\Downloads","2025-09-24 8:10:07 PM","Unknown"
"13_Phone_Records_Subpoena_All_Parties.pdf","C:\Users\User\Downloads","2025-09-23 5:04:45 PM","Unknown"
"14_Original_911_Call_Evidence_Subpoena (1).pdf","C:\Users\User\Downloads","2025-09-24 8:10:09 PM","Unknown"
"14_Original_911_Call_Evidence_Subpoena.pdf","C:\Users\User\Downloads","2025-09-23 5:04:55 PM","Unknown"
"15_Formal_Notice_to_Court_Constitutional_Rights (1).pdf","C:\Users\User\Downloads","2025-09-24 8:10:15 PM","Unknown"
"15_Formal_Notice_to_Court_Constitutional_Rights.pdf","C:\Users\User\Downloads","2025-09-23 5:05:00 PM","Unknown"
"16_Emergency_Contempt_Motion_Evidence_Destruction (1).pdf","C:\Users\User\Downloads","2025-09-24 8:10:24 PM","Unknown"
"16_Emergency_Contempt_Motion_Evidence_Destruction.pdf","C:\Users\User\Downloads","2025-09-23 5:04:23 PM","Unknown"
"17_Subpoena_Laura_Joy_Phone_Records_Conspiracy (1).pdf","C:\Users\User\Downloads","2025-09-24 8:10:32 PM","Unknown"
"17_Subpoena_Laura_Joy_Phone_Records_Conspiracy (2).pdf","C:\Users\User\Downloads","2025-09-26 8:36:00 PM","Unknown"
"17_Subpoena_Laura_Joy_Phone_Records_Conspiracy.pdf","C:\Users\User\Downloads","2025-09-23 5:04:06 PM","Unknown"
"20250923_144455.jpg","C:\Users\User\Downloads","2025-09-23 2:47:40 PM","Unknown"
"232AM.csv","C:\Users\User\Downloads","2025-09-25 2:32:52 AM","Unknown"
"25 9 25.csv","C:\Users\User\Downloads","2025-09-25 8:18:19 AM","Unknown"
"333.csv","C:\Users\User\Downloads","2025-09-22 12:11:32 AM","Unknown"
"3min_algorithm_tracking_chart.png","C:\Users\User\Downloads","2025-08-27 7:56:56 AM","Unknown"
"4455999.html","C:\Users\User\Downloads","2025-09-24 2:35:43 AM","Unknown"
"491616b8-517c-405b-9050-aa7959486d0d.xlsx","C:\Users\User\Downloads","2025-09-15 7:44:56 AM","Unknown"
"6aae1a58-aa3d-477d-a6bc-c1875a2f4e58_ExportBlock-742782d2-929c-4a35-9d24-08baca3a22f0.zip","C:\Users\User\Downloads","2025-09-22 8:35:43 PM","Unknown"
"718 to 730.csv","C:\Users\User\Downloads","2025-09-25 9:55:45 AM","Unknown"
"8324_13403596187337927.pma.crdownload","C:\Users\User\Downloads","2025-09-29 6:32:19 AM","Unknown"
"911 voice text conversion_memo.txt","C:\Users\User\Downloads","2025-09-26 8:31:50 PM","Unknown"
"A Strategic Guide to Pursuing a Criminal Appeal in Canada_ Navigating Legal, Financial, and Public Relations Strategies.pdf","C:\Users\User\Downloads","2025-09-24 10:17:10 PM","Unknown"
"A1A.txt","C:\Users\User\Downloads","2025-09-18 1:11:02 AM","Unknown"
"AAAAAAAAAA.txt","C:\Users\User\Downloads","2025-08-25 2:17:47 PM","Unknown"
"AAAAAABBBBBB.txt","C:\Users\User\Downloads","2025-08-25 4:08:51 PM","Unknown"
"aaaaaBBBaaaa.txt","C:\Users\User\Downloads","2025-08-25 3:52:40 PM","Unknown"
"AAABBBAAABBB.txt","C:\Users\User\Downloads","2025-08-25 4:01:10 PM","Unknown"
"AAABBBBB.txt","C:\Users\User\Downloads","2025-08-25 3:08:10 PM","Unknown"
"ACTORS.txt","C:\Users\User\Downloads","2025-09-24 4:11:38 PM","Unknown"
"ACTORS2.txt","C:\Users\User\Downloads","2025-09-24 4:12:06 PM","Unknown"
"AI MIRROR METHOD OATH V1.txt","C:\Users\User\Downloads","2025-09-19 8:55:57 AM","Unknown"
"ALGORITHM_VERIFICATION_COMPLETE_REPORT (1).txt","C:\Users\User\Downloads","2025-09-15 6:33:53 AM","Unknown"
"ALGORITHM_VERIFICATION_COMPLETE_REPORT.txt","C:\Users\User\Downloads","2025-09-03 12:46:22 AM","Unknown"
"algorithm_verification_report.txt","C:\Users\User\Downloads","2025-08-27 7:57:13 AM","Unknown"
"AQWEDS.txt","C:\Users\User\Downloads","2025-08-25 4:15:43 PM","Unknown"
"archive(1).zip","C:\Users\User\Downloads","2025-09-03 12:23:43 AM","Unknown"
"archive.zip","C:\Users\User\Downloads","2025-09-03 12:22:53 AM","Unknown"
"aria2-1.37.0-win-64bit-build1.zip","C:\Users\User\Downloads","2025-09-05 8:12:57 PM","Unknown"
"ass wipe.txt","C:\Users\User\Downloads","2025-09-11 7:25:24 PM","Unknown"
"AUDIO EVIDENCE SUMMARY - RECORDED CONFESSIONS (1) (1).xlsx","C:\Users\User\Downloads","2025-09-24 8:10:28 PM","Unknown"
"AUDIO EVIDENCE SUMMARY - RECORDED CONFESSIONS (1).xlsx","C:\Users\User\Downloads","2025-09-23 12:25:09 AM","Unknown"
"AUDIO EVIDENCE SUMMARY - RECORDED CONFESSIONS.xlsx","C:\Users\User\Downloads","2025-09-23 12:20:25 AM","Unknown"
"BATS_BMO, 1.csv","C:\Users\User\Downloads","2025-09-01 8:53:23 AM","Unknown"
"BATS_NVDA, 1 (1).csv","C:\Users\User\Downloads","2025-09-02 5:39:29 AM","Unknown"
"BATS_NVDA, 1.csv","C:\Users\User\Downloads","2025-09-01 8:30:05 AM","Unknown"
"BATS_NVDA, 1D (1).csv","C:\Users\User\Downloads","2025-09-03 10:20:21 PM","Unknown"
"BATS_NVDA, 1D (2).csv","C:\Users\User\Downloads","2025-09-03 10:28:59 PM","Unknown"
"BATS_NVDA, 1D.csv","C:\Users\User\Downloads","2025-09-01 11:11:19 PM","Unknown"
"BATS_NVDA, 1M.csv","C:\Users\User\Downloads","2025-09-01 11:06:31 PM","Unknown"
"BATS_NVDA, 1W.csv","C:\Users\User\Downloads","2025-09-01 11:09:26 PM","Unknown"
"BATS_NVDA, 3M.csv","C:\Users\User\Downloads","2025-09-01 11:01:13 PM","Unknown"
"BATS_NVDA, 60 (1).csv","C:\Users\User\Downloads","2025-09-02 12:02:44 AM","Unknown"
"BATS_NVDA, 60.csv","C:\Users\User\Downloads","2025-09-01 11:23:10 PM","Unknown"
"BEST_TRADES_OPPORTUNITIES.csv","C:\Users\User\Downloads","2025-08-27 9:07:03 AM","Unknown"
"BINANCE_BTCUSD, 1.csv","C:\Users\User\Downloads","2025-08-24 6:39:25 PM","Unknown"
"BINANCE_BTCUSDT, 1 (1).csv","C:\Users\User\Downloads","2025-08-30 6:17:55 PM","Unknown"
"BINANCE_BTCUSDT, 1 (2).csv","C:\Users\User\Downloads","2025-08-30 7:21:02 PM","Unknown"
"BINANCE_BTCUSDT, 1 (3).csv","C:\Users\User\Downloads","2025-08-30 7:22:52 PM","Unknown"
"BINANCE_BTCUSDT, 1.csv","C:\Users\User\Downloads","2025-08-30 6:14:22 PM","Unknown"
"bitcoin_analyzer.py","C:\Users\User\Downloads","2025-08-30 9:53:57 PM","Unknown"
"bitcoin_mirror_method_final_chart (1).png","C:\Users\User\Downloads","2025-09-15 6:20:12 PM","Unknown"
"bitcoin_mirror_method_final_chart.png","C:\Users\User\Downloads","2025-09-15 6:32:14 AM","Unknown"
"bitcoin_mirror_predictions_4pm_6pm.csv","C:\Users\User\Downloads","2025-08-27 4:58:42 PM","Unknown"
"bitcoin_price_ema_chart.png","C:\Users\User\Downloads","2025-09-13 9:43:40 AM","Unknown"
"bitcoin_processed_12h.csv","C:\Users\User\Downloads","2025-09-13 9:43:28 AM","Unknown"
"bitcoin_shift_system.png","C:\Users\User\Downloads","2025-09-15 6:41:43 PM","Unknown"
"bitcoin_time_aligned_chart.png","C:\Users\User\Downloads","2025-09-13 9:50:21 AM","Unknown"
"bitcoin_time_aligned_table.csv","C:\Users\User\Downloads","2025-09-13 9:51:37 AM","Unknown"
"BITSTAMP_BTCUSD, 1 (1).csv","C:\Users\User\Downloads","2025-09-04 10:48:16 PM","Unknown"
"BITSTAMP_BTCUSD, 1.csv","C:\Users\User\Downloads","2025-09-04 10:47:35 PM","Unknown"
"BITSTAMP_BTCUSD, 15.csv","C:\Users\User\Downloads","2025-08-30 6:08:07 PM","Unknown"
"BLAST AND GO.txt","C:\Users\User\Downloads","2025-08-25 12:15:30 AM","Unknown"
"BLAST.txt","C:\Users\User\Downloads","2025-08-24 11:55:37 PM","Unknown"
"blueprint code.html","C:\Users\User\Downloads","2025-09-27 8:29:39 PM","Unknown"
"BLUEPRINT CODE.txt","C:\Users\User\Downloads","2025-09-27 8:35:01 PM","Unknown"
"bridgeport_litigation_report.md","C:\Users\User\Downloads","2025-09-27 6:35:51 PM","Unknown"
"browser_use_setup.md","C:\Users\User\Downloads","2025-09-03 12:12:01 AM","Unknown"
"BTC sept 19 , 6 to 11.csv","C:\Users\User\Downloads","2025-09-21 6:13:51 AM","Unknown"
"btc-mirror-method-analyzer (1).tsx","C:\Users\User\Downloads","2025-09-13 8:54:26 AM","Unknown"
"btc-mirror-method-analyzer.tsx","C:\Users\User\Downloads","2025-09-13 7:56:29 AM","Unknown"
"BTC_Aug30_15min_projection.csv","C:\Users\User\Downloads","2025-08-30 12:27:32 PM","Unknown"
"BUILD DIRECTIONS.ALL IN ONE ..txt","C:\Users\User\Downloads","2025-09-15 7:59:26 PM","Unknown"
"build instructions using multiple indicators.txt","C:\Users\User\Downloads","2025-09-15 7:34:24 PM","Unknown"
"cabina-ai-1756743886588.xlsx","C:\Users\User\Downloads","2025-09-01 12:24:46 PM","Unknown"
"cabina-ai-1756743915211.csv","C:\Users\User\Downloads","2025-09-01 12:25:15 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (1).pdf","C:\Users\User\Downloads","2025-09-22 9:48:13 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (10).pdf","C:\Users\User\Downloads","2025-09-23 11:02:30 AM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (11).pdf","C:\Users\User\Downloads","2025-09-23 11:25:18 AM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (12).pdf","C:\Users\User\Downloads","2025-09-23 11:25:36 AM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (13).pdf","C:\Users\User\Downloads","2025-09-23 12:28:41 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (14).pdf","C:\Users\User\Downloads","2025-09-23 12:28:55 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (15).pdf","C:\Users\User\Downloads","2025-09-23 5:33:18 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (16).pdf","C:\Users\User\Downloads","2025-09-23 8:42:38 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (17) - Shortcut.lnk","C:\Users\User\Downloads","2025-09-24 4:13:01 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (17).pdf","C:\Users\User\Downloads","2025-09-24 12:11:55 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (2).pdf","C:\Users\User\Downloads","2025-09-22 9:48:28 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (3).pdf","C:\Users\User\Downloads","2025-09-22 9:58:29 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (4).pdf","C:\Users\User\Downloads","2025-09-22 9:58:58 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (5).pdf","C:\Users\User\Downloads","2025-09-22 11:57:54 PM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (6).pdf","C:\Users\User\Downloads","2025-09-23 12:09:48 AM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (7).pdf","C:\Users\User\Downloads","2025-09-23 2:49:51 AM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (8).pdf","C:\Users\User\Downloads","2025-09-23 3:56:28 AM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy (9).pdf","C:\Users\User\Downloads","2025-09-23 11:02:06 AM","Unknown"
"Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy.pdf","C:\Users\User\Downloads","2025-09-22 9:34:47 PM","Unknown"
"case find 1.txt","C:\Users\User\Downloads","2025-09-23 7:40:54 PM","Unknown"
"CAUGHT YOU.txt","C:\Users\User\Downloads","2025-08-25 1:46:04 AM","Unknown"
"CBOT_MINI_YM1!, 1.csv","C:\Users\User\Downloads","2025-09-18 1:24:55 AM","Unknown"
"CCCCC.txt","C:\Users\User\Downloads","2025-08-25 12:50:51 AM","Unknown"
"chart (1).csv","C:\Users\User\Downloads","2025-09-26 10:46:40 AM","Unknown"
"chart (2).csv","C:\Users\User\Downloads","2025-09-26 10:46:48 AM","Unknown"
"chart.csv","C:\Users\User\Downloads","2025-09-25 6:19:49 PM","Unknown"
"chart.png","C:\Users\User\Downloads","2025-09-25 6:19:02 PM","Unknown"
"CHART_SPECIALIST_DATA.csv","C:\Users\User\Downloads","2025-08-27 10:42:27 AM","Unknown"
"chat.deepseek.com","C:\Users\User\Downloads","2025-09-29 1:52:17 AM","Unknown"
"ChromeSetup.exe","C:\Users\User\Downloads","2025-08-24 6:25:03 PM","Unknown"
"CLAUDE mirror method oath.txt","C:\Users\User\Downloads","2025-09-17 8:23:25 AM","Unknown"
"CLAUDE VERIFIED.txt","C:\Users\User\Downloads","2025-09-03 1:53:23 AM","Unknown"
"CLAUDE VERIFIEDv2.txt","C:\Users\User\Downloads","2025-09-07 8:18:15 PM","Unknown"
"Claude-Setup-arm64.exe","C:\Users\User\Downloads","2025-09-09 5:16:59 AM","Unknown"
"Claude-Setup-x64.exe","C:\Users\User\Downloads","2025-09-10 12:51:58 AM","Unknown"
"CME_MINI_NQ1!, 1 (1).csv","C:\Users\User\Downloads","2025-08-27 8:19:00 AM","Unknown"
"CME_MINI_NQ1!, 1 (10).csv","C:\Users\User\Downloads","2025-08-27 1:56:45 PM","Unknown"
"CME_MINI_NQ1!, 1 (100).csv","C:\Users\User\Downloads","2025-09-01 4:43:05 PM","Unknown"
"CME_MINI_NQ1!, 1 (11).csv","C:\Users\User\Downloads","2025-08-27 3:21:52 PM","Unknown"
"CME_MINI_NQ1!, 1 (12).csv","C:\Users\User\Downloads","2025-08-27 3:29:07 PM","Unknown"
"CME_MINI_NQ1!, 1 (13).csv","C:\Users\User\Downloads","2025-08-27 3:52:42 PM","Unknown"
"CME_MINI_NQ1!, 1 (14).csv","C:\Users\User\Downloads","2025-08-27 11:13:07 PM","Unknown"
"CME_MINI_NQ1!, 1 (15).csv","C:\Users\User\Downloads","2025-08-27 11:13:25 PM","Unknown"
"CME_MINI_NQ1!, 1 (16).csv","C:\Users\User\Downloads","2025-08-28 7:06:40 AM","Unknown"
"CME_MINI_NQ1!, 1 (17).csv","C:\Users\User\Downloads","2025-08-28 7:59:05 AM","Unknown"
"CME_MINI_NQ1!, 1 (18).csv","C:\Users\User\Downloads","2025-08-28 8:01:11 AM","Unknown"
"CME_MINI_NQ1!, 1 (19).csv","C:\Users\User\Downloads","2025-08-28 8:16:37 AM","Unknown"
"CME_MINI_NQ1!, 1 (2).csv","C:\Users\User\Downloads","2025-08-27 8:19:51 AM","Unknown"
"CME_MINI_NQ1!, 1 (20).csv","C:\Users\User\Downloads","2025-08-28 8:23:14 AM","Unknown"
"CME_MINI_NQ1!, 1 (21).csv","C:\Users\User\Downloads","2025-08-28 8:31:31 AM","Unknown"
"CME_MINI_NQ1!, 1 (22).csv","C:\Users\User\Downloads","2025-08-28 8:34:13 AM","Unknown"
"CME_MINI_NQ1!, 1 (23).csv","C:\Users\User\Downloads","2025-08-28 9:02:54 AM","Unknown"
"CME_MINI_NQ1!, 1 (24).csv","C:\Users\User\Downloads","2025-08-28 9:20:38 AM","Unknown"
"CME_MINI_NQ1!, 1 (25).csv","C:\Users\User\Downloads","2025-08-28 9:29:19 AM","Unknown"
"CME_MINI_NQ1!, 1 (26).csv","C:\Users\User\Downloads","2025-08-28 9:49:23 AM","Unknown"
"CME_MINI_NQ1!, 1 (27).csv","C:\Users\User\Downloads","2025-08-28 9:53:29 AM","Unknown"
"CME_MINI_NQ1!, 1 (28).csv","C:\Users\User\Downloads","2025-08-28 11:02:33 AM","Unknown"
"CME_MINI_NQ1!, 1 (29).csv","C:\Users\User\Downloads","2025-08-28 11:19:24 AM","Unknown"
"CME_MINI_NQ1!, 1 (3).csv","C:\Users\User\Downloads","2025-08-27 8:39:07 AM","Unknown"
"CME_MINI_NQ1!, 1 (30).csv","C:\Users\User\Downloads","2025-08-28 11:38:07 AM","Unknown"
"CME_MINI_NQ1!, 1 (31).csv","C:\Users\User\Downloads","2025-08-28 11:58:54 AM","Unknown"
"CME_MINI_NQ1!, 1 (32).csv","C:\Users\User\Downloads","2025-08-28 12:23:52 PM","Unknown"
"CME_MINI_NQ1!, 1 (32).docx","C:\Users\User\Downloads","2025-08-28 1:39:20 PM","Unknown"
"CME_MINI_NQ1!, 1 (32).odt","C:\Users\User\Downloads","2025-08-28 1:41:16 PM","Unknown"
"CME_MINI_NQ1!, 1 (33).csv","C:\Users\User\Downloads","2025-08-28 1:37:59 PM","Unknown"
"CME_MINI_NQ1!, 1 (34).csv","C:\Users\User\Downloads","2025-08-28 1:53:27 PM","Unknown"
"CME_MINI_NQ1!, 1 (35).csv","C:\Users\User\Downloads","2025-08-28 2:03:53 PM","Unknown"
"CME_MINI_NQ1!, 1 (36).csv","C:\Users\User\Downloads","2025-08-28 6:50:24 PM","Unknown"
"CME_MINI_NQ1!, 1 (37).csv","C:\Users\User\Downloads","2025-08-28 6:55:33 PM","Unknown"
"CME_MINI_NQ1!, 1 (38).csv","C:\Users\User\Downloads","2025-08-28 7:08:57 PM","Unknown"
"CME_MINI_NQ1!, 1 (39).csv","C:\Users\User\Downloads","2025-08-28 9:04:48 PM","Unknown"
"CME_MINI_NQ1!, 1 (4).csv","C:\Users\User\Downloads","2025-08-27 8:45:05 AM","Unknown"
"CME_MINI_NQ1!, 1 (40).csv","C:\Users\User\Downloads","2025-08-28 10:32:01 PM","Unknown"
"CME_MINI_NQ1!, 1 (41).csv","C:\Users\User\Downloads","2025-08-28 10:44:10 PM","Unknown"
"CME_MINI_NQ1!, 1 (42).csv","C:\Users\User\Downloads","2025-08-28 11:12:36 PM","Unknown"
"CME_MINI_NQ1!, 1 (43).csv","C:\Users\User\Downloads","2025-08-28 11:51:32 PM","Unknown"
"CME_MINI_NQ1!, 1 (44).csv","C:\Users\User\Downloads","2025-08-29 6:08:17 AM","Unknown"
"CME_MINI_NQ1!, 1 (45).csv","C:\Users\User\Downloads","2025-08-29 7:31:47 AM","Unknown"
"CME_MINI_NQ1!, 1 (46).csv","C:\Users\User\Downloads","2025-08-29 7:32:54 AM","Unknown"
"CME_MINI_NQ1!, 1 (47).csv","C:\Users\User\Downloads","2025-08-29 7:49:50 AM","Unknown"
"CME_MINI_NQ1!, 1 (48).csv","C:\Users\User\Downloads","2025-08-29 7:56:50 AM","Unknown"
"CME_MINI_NQ1!, 1 (49).csv","C:\Users\User\Downloads","2025-08-29 8:12:01 AM","Unknown"
"CME_MINI_NQ1!, 1 (5).csv","C:\Users\User\Downloads","2025-08-27 8:49:46 AM","Unknown"
"CME_MINI_NQ1!, 1 (50).csv","C:\Users\User\Downloads","2025-08-29 8:31:55 AM","Unknown"
"CME_MINI_NQ1!, 1 (51).csv","C:\Users\User\Downloads","2025-08-29 8:32:18 AM","Unknown"
"CME_MINI_NQ1!, 1 (52).csv","C:\Users\User\Downloads","2025-08-29 8:39:33 AM","Unknown"
"CME_MINI_NQ1!, 1 (53).csv","C:\Users\User\Downloads","2025-08-29 9:21:34 AM","Unknown"
"CME_MINI_NQ1!, 1 (54).csv","C:\Users\User\Downloads","2025-08-29 9:24:00 AM","Unknown"
"CME_MINI_NQ1!, 1 (55).csv","C:\Users\User\Downloads","2025-08-29 9:42:36 AM","Unknown"
